URL,IP,User-Agent,Datetime,Errors
/register/,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",21.11.23 13:37:24,"* password2
  * The two password fields didn’t match."
